0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.38E-09,-1.40E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.48E-07,-6.19E-07,1.41E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,-4.74E-07,6.62E-07,-2.01E-07,3.09E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,-9.44E-08,-3.23E-07,-2.15E-07,4.98E-08,-6.69E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.65E-08,-3.74E-07,8.95E-09,-4.71E-07,-5.36E-07,-2.37E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,9.51E-08,9.30E-08,-2.17E-07,-1.24E-07,1.79E-08,1.52E-07,2.41E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,5.89E-08,6.53E-08,-8.60E-08,6.98E-08,8.92E-08,3.09E-07,7.49E-08,1.21E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.14E-08,-3.17E-08,-7.43E-08,1.99E-08,-5.40E-08,2.23E-07,-9.69E-08,-3.01E-09,9.69E-08,0.00E+00,0.00E+00,0.00E+00
0.00E+00,-1.31E-07,-5.13E-08,-1.54E-07,-7.90E-08,-5.06E-08,-7.98E-08,-3.05E-09,-9.17E-08,-3.79E-08,-2.39E-08,0.00E+00,0.00E+00
0.00E+00,-2.71E-08,-9.90E-08,-1.49E-07,-6.38E-08,4.96E-08,3.43E-08,-8.98E-08,2.45E-08,4.21E-08,-1.84E-08,-6.97E-08,0.00E+00
0.00E+00,-4.32E-08,3.11E-08,2.51E-08,3.84E-09,7.59E-09,3.90E-08,3.57E-08,1.69E-08,2.50E-08,3.09E-08,-6.39E-09,-1.11E-08
