782,432000,6493.491894,7.73E-04,0.095812386,-3.01E+00,-1.002638139,3.33E-01
782,518400,6493.491194,7.62E-04,0.095814055,-2.99E+00,-1.020165808,3.52E-01
783,0,6493.495811,7.53E-04,0.095824148,-3.09E+00,-1.038800902,3.73E-01
783,86400,6493.510244,7.45E-04,0.095844752,-3.08E+00,-1.057355919,3.93E-01
783,172800,6493.530886,7.38E-04,0.095875253,-3.06E+00,-1.076764675,4.14E-01
783,259200,6493.554241,7.33E-04,0.095912069,-3.05E+00,-1.097070306,4.35E-01
783,345600,6493.576309,7.29E-04,0.095949173,-3.03E+00,-1.117738332,4.57E-01
783,432000,6493.586527,7.24E-04,0.095979303,-3.02E+00,-1.140994578,4.81E-01
783,518400,6493.583979,7.18E-04,0.095995738,-3.00E+00,-1.166386677,5.07E-01
784,0,6493.299765,7.84E-04,0.095994989,-3.11E+00,-1.249148397,5.91E-01
784,86400,6493.291557,7.79E-04,0.095975452,-3.09E+00,-1.271720974,6.16E-01
784,172800,6493.295509,7.76E-04,0.095942458,-3.07E+00,-1.288650213,6.34E-01
784,259200,6493.310411,7.76E-04,0.095902544,-3.06E+00,-1.300840487,6.48E-01
784,432000,6493.343323,7.75E-04,0.095831713,-3.03E+00,-1.322471393,6.74E-01
784,518400,6493.34927,7.74E-04,0.095810442,-3.01E+00,-1.335930261,6.89E-01
785,0,6493.3486,7.74E-04,0.095800514,-3.12E+00,-1.350001023,7.06E-01
785,86400,6493.345928,7.74E-04,0.095800244,-3.10E+00,-1.362449727,7.20E-01
785,172800,6493.343098,7.74E-04,0.095806438,-3.09E+00,-1.372829711,7.32E-01
785,259200,6493.343933,7.74E-04,0.095815246,-3.07E+00,-1.380221951,7.41E-01
785,345600,6493.34857,7.74E-04,0.095822628,-3.05E+00,-1.385713277,7.48E-01
785,432000,6493.356745,7.73E-04,0.095824794,-3.04E+00,-1.390240082,7.54E-01
785,518400,6493.366919,7.71E-04,0.095818461,-3.02E+00,-1.395265659,7.61E-01
786,0,6493.381838,7.68E-04,0.095801066,-3.13E+00,-1.399835339,7.67E-01
786,86400,6493.396893,7.64E-04,0.095771061,-3.11E+00,-1.406047464,7.74E-01
786,172800,6493.409464,7.59E-04,0.095728334,-3.09E+00,-1.415001097,7.84E-01
786,259200,6493.41868,7.53E-04,0.095674464,-3.08E+00,-1.42666044,7.97E-01
786,345600,6493.425091,7.44E-04,0.095613006,-3.06E+00,-1.44080546,8.13E-01
786,432000,6493.42502,7.34E-04,0.095549149,-3.05E+00,-1.459957655,8.34E-01
786,518400,6493.422846,7.21E-04,0.095489083,-3.03E+00,-1.48340535,8.59E-01
787,0,6493.419653,7.08E-04,0.095438365,-3.14E+00,-1.512068591,8.89E-01
